Ticker	Name	CUSIP	Fama Industry	Currency	Sector	Industry	Last Updated	Prior Tickers	Ticker Change Date	Related Tickers	Exchange	SIC	Perma Ticker	Location	Delisted From	Is Foreign
ARTNA	ARTESIAN RESOURCES CORP	043113208	Utilities	USD	Utilities	Water Utilities	2016-11-05	None	None	None	NASDAQ	4941	198028	DELAWARE, U.S.A	None	N
ARTW	ARTS WAY MANUFACTURING CO INC	043168103	Machinery	USD	Industrial Goods	Farm & Construction Machinery	2016-10-07	None	None	None	NASDAQ	3523	199938	IOWA, U.S.A	None	N
ARTX	AROTECH CORP	042682203	Electrical Equipment	USD	Conglomerates	Conglomerates	2016-11-10	None	None	None	NASDAQ	3690	197508	MICHIGAN, U.S.A	None	N
ARW	ARROW ELECTRONICS INC	042735100	Wholesale	USD	Services	Electronics Wholesale	2016-11-04	None	None	None	NYSE	5065	199939	COLORADO, U.S.A	None	N
ASB	ASSOCIATED BANC-CORP	045487105	Banking	USD	Financial	Regional - Midwest Banks	2016-10-28	ASBC	2015-03-19	ASBC	NYSE	6022	199937	WISCONSIN, U.S.A	None	N
ASEI	AMERICAN SCIENCE & ENGINEERING, INC.	029429107	Medical Equipment	USD	Services	Security & Protection Services	2016-09-14	None	None	None	DELISTED	3844	199963	MASSACHUSETTS, U.S.A	NASDAQ	N
ASGN	ON ASSIGNMENT INC	682159108	Business Services	USD	Services	Staffing & Outsourcing Services	2016-11-09	None	None	None	NYSE	7363	197744	CALIFORNIA, U.S.A	None	N
ASH	ASHLAND LLC	044209104,044204105	Wholesale	USD	Basic Materials	Chemicals - Major Diversified	2016-09-26	None	None	None	NYSE	5160	195003	KENTUCKY, U.S.A	None	N
ASMB	ASSEMBLY BIOSCIENCES, INC.	922822101,045396108	Pharmaceutical Products	USD	Healthcare	Drug Manufacturers - Other	2016-11-10	None	None	VTUS	NASDAQ	2834	193610	NEW YORK, U.S.A	None	N
ASNA	Ascena Retail Group, Inc.	04351G101	Retail	USD	Services	Apparel Stores	2016-09-20	None	None	None	NASDAQ	5600	192759	NEW JERSEY, U.S.A	None	N
ASTC	ASTROTECH Corp	046484101	Defense	USD	Services	Security & Protection Services	2016-11-15	None	None	None	NASDAQ	3760	197177	TEXAS, U.S.A	None	N
ASYS	AMTECH SYSTEMS INC	032332504	Machinery	USD	Industrial Goods	Pollution & Treatment Controls	2016-08-06	None	None	None	NASDAQ	3559	198828	ARIZONA, U.S.A	None	N
ATEN	A10 Networks, Inc.	002121101	Computers	USD	Technology	Business Software & Services	2016-11-05	None	None	None	NYSE	3576	187688	CALIFORNIA, U.S.A	None	N
ATHX	ATHERSYS, INC	04744L106	Pharmaceutical Products	USD	Healthcare	Drug Manufacturers - Other	2016-11-10	None	None	None	NASDAQ	2834	194413	OHIO, U.S.A	None	N
ATI	ALLEGHENY TECHNOLOGIES INC	01741R102	Steel Works Etc	USD	Industrial Goods	Metal Fabrication	2016-11-03	None	None	None	NYSE	3317	197026	PENNSYLVANIA, U.S.A	None	N
ATLO	AMES NATIONAL CORP	031001100	Banking	USD	Financial	Regional - Northeast Banks	2016-11-09	None	None	None	NASDAQ	6021	195884	IOWA, U.S.A	None	N
ATML	ATMEL CORP	049513104	Electronic Equipment	USD	Technology	Semiconductor - Broad Line	2016-08-26	None	None	None	DELISTED	3674	197962	CALIFORNIA, U.S.A	NASDAQ	N
ATO	ATMOS ENERGY CORP	049560105	Utilities	USD	Utilities	Gas Utilities	2016-11-15	None	None	None	NYSE	4924	198743	TEXAS, U.S.A	None	N
ATR	APTARGROUP INC	038336103,383361037	Rubber and Plastic Products	USD	Consumer Goods	Packaging & Containers	2016-11-05	None	None	None	NYSE	3089	197675	ILLINOIS, U.S.A	None	N
ATRA	Atara Biotherapeutics, Inc.	046513107	Pharmaceutical Products	USD	Healthcare	Drugs - Generic	2016-11-05	None	None	None	NASDAQ	2836	187890	CALIFORNIA, U.S.A	None	N
ATRC	AtriCure, Inc.	04963C209	Medical Equipment	USD	Healthcare	Medical Instruments & Supplies	2016-10-29	None	None	None	NASDAQ	3841	194858	OHIO, U.S.A	None	N
ATRS	ANTARES PHARMA, INC.	036642106	Medical Equipment	USD	Healthcare	Medical Instruments & Supplies	2016-11-10	None	None	None	NASDAQ	3841	197055	NEW JERSEY, U.S.A	None	N
ATVI	Activision Blizzard, Inc.	00507V109,004930202	Business Services	USD	Technology	Multimedia & Graphics Software	2016-11-05	None	None	None	NASDAQ	7372	198850	CALIFORNIA, U.S.A	None	N
ATW	ATWOOD OCEANICS INC	050095108,500951082	Coal	USD	Basic Materials	Oil & Gas Drilling & Exploration	2016-11-16	None	None	None	NYSE	1381	199930	TEXAS, U.S.A	None	N
AVA	AVISTA CORP	05379B107	Utilities	USD	Utilities	Diversified Utilities	2016-11-04	None	None	None	NYSE	4931	199226	WASHINGTON, U.S.A	None	N
AVAV	AeroVironment Inc	008073108	Aircraft	USD	Industrial Goods	Aerospace/Defense Products & Services	2016-09-02	None	None	None	NASDAQ	3721	194404	CALIFORNIA, U.S.A	None	N
AVB	AVALONBAY COMMUNITIES INC	053484101	Trading	USD	Financial	REIT - Residential	2016-11-05	None	None	None	NYSE	6798	197515	VIRGINIA, U.S.A	None	N
AVGO	Broadcom Ltd	Y0486S104,Y09827109,Y04865104,999900624	Electronic Equipment	USD	Technology	Semiconductor - Broad Line	2016-09-09	None	None	None	NASDAQ	3674	193427	SINGAPORE	None	N
AVP	AVON PRODUCTS INC	054303102	Consumer Goods	USD	Consumer Goods	Personal Products	2016-11-04	None	None	None	NYSE	2844	199924	NEW YORK, U.S.A	None	N
AVT	AVNET INC	053807103	Wholesale	USD	Services	Electronics Wholesale	2016-10-29	None	None	None	NYSE	5065	199925	ARIZONA, U.S.A	None	N
AVY	Avery Dennison Corp	053611109	Business Supplies	USD	Consumer Goods	Business Equipment	2016-11-02	None	None	None	NYSE	2670	199927	CALIFORNIA, U.S.A	None	N
AWH	Allied World Assurance Co Holdings, AG	H01531104	Insurance	USD	Financial	Property & Casualty Insurance	2016-11-01	None	None	None	NYSE	6331	195688	SWITZERLAND	None	N
AWI	ARMSTRONG WORLD INDUSTRIES INC	04247X102	Rubber and Plastic Products	USD	Industrial Goods	General Building Materials	2016-11-01	None	None	None	NYSE	3089	199940	PENNSYLVANIA, U.S.A	None	N
AWK	American Water Works Company, Inc.	030420103,304201031	Utilities	USD	Utilities	Water Utilities	2016-11-03	None	None	None	NYSE	4941	193849	NEW JERSEY, U.S.A	None	N
AWR	AMERICAN STATES WATER CO	029899101	Utilities	USD	Utilities	Water Utilities	2016-11-03	None	None	None	NYSE	4941	196641	CALIFORNIA, U.S.A	None	N
AWRE	AWARE INC	05453N100	Business Services	USD	Technology	Communication Equipment	2016-10-28	None	None	None	NASDAQ	7372	197058	MASSACHUSETTS, U.S.A	None	N
AXAS	ABRAXAS PETROLEUM CORP	003830106	Coal	USD	Basic Materials	Independent Oil & Gas	2016-11-10	None	None	None	NASDAQ	1311	197991	TEXAS, U.S.A	None	N
AXGN	AxoGen, Inc.	05463X106	Medical Equipment	USD	Healthcare	Drug Manufacturers - Major	2016-11-03	None	None	None	NASDAQ	3845	198390	FLORIDA, U.S.A	None	N
AXN	AOXING PHARMACEUTICAL COMPANY, INC.	03740A106	Pharmaceutical Products	USD	Healthcare	Drug Manufacturers - Other	2016-11-15	None	None	None	NYSEMKT	2834	196596	CALIFORNIA, U.S.A	None	N
AXP	AMERICAN EXPRESS CO	025816109,258161090	Banking	USD	Financial	Credit Services	2016-10-26	None	None	AEC1	NYSE	6199	199971	NEW YORK, U.S.A	None	N
AXS	AXIS CAPITAL HOLDINGS LTD	G0692U109	Insurance	USD	Financial	Property & Casualty Insurance	2016-10-28	None	None	None	NYSE	6331	195454	BERMUDA	None	N
AXTA	Axalta Coating Systems Ltd.	G0750C108	Chemicals	USD	Industrial Goods	Specialty Chemicals	2016-10-28	None	None	None	NYSE	2851	187579	PENNSYLVANIA, U.S.A	None	N
AYI	ACUITY BRANDS INC	00508Y102	Electrical Equipment	USD	Technology	Diversified Electronics	2016-10-28	None	None	None	NYSE	3640	195779	GEORGIA, U.S.A	None	N
AZO	AUTOZONE INC	053332102	Retail	USD	Services	Auto Parts Stores	2016-10-25	None	None	None	NYSE	5531	197997	TENNESSEE, U.S.A	None	N
BA	BOEING CO	097023105,970231056	Aircraft	USD	Industrial Goods	Aerospace/Defense Products & Services	2016-10-27	None	None	None	NYSE	3721	199900	WASHINGTON, U.S.A	None	N
BAC	BANK OF AMERICA CORP	060505104,605051044	Banking	USD	Financial	Money Center Banks	2016-11-02	None	None	None	NYSE	6021	199495	NORTH CAROLINA, U.S.A	None	N
BAH	Booz Allen Hamilton Holding Corp	099502106	Business Services	USD	Services	Management Services	2016-11-04	None	None	None	NYSE	8742	193404	VIRGINIA, U.S.A	None	N
BASI	BIOANALYTICAL SYSTEMS INC	09058M103	Business Services	USD	Healthcare	Biotechnology	2016-08-16	None	None	None	NASDAQ	8731	198829	INDIANA, U.S.A	None	N
BAX	BAXTER INTERNATIONAL INC	071813109,718131097	Medical Equipment	USD	Healthcare	Medical Instruments & Supplies	2016-11-08	None	None	None	NYSE	3841	199910	ILLINOIS, U.S.A	None	N
BBBY	BED BATH & BEYOND INC	075896100	Retail	USD	Services	Home Furnishing Stores	2016-10-06	None	None	None	NASDAQ	5700	197799	NEW JERSEY, U.S.A	None	N
BBEPQ	Breitburn Energy Partners LP	106776107	Coal	USD	Basic Materials	Independent Oil & Gas	2016-11-09	BBEP	2016-08-09	BBEP	OTCMKTS	1311	194526	CALIFORNIA, U.S.A	None	N
BBG	BILL BARRETT CORP	06846N104	Coal	USD	Basic Materials	Oil & Gas Drilling & Exploration	2016-11-04	None	None	None	NYSE	1311	195597	COLORADO, U.S.A	None	N
BBGI	BEASLEY BROADCAST GROUP INC	074014101	Communication	USD	Services	Broadcasting - Radio	2016-11-10	None	None	None	NASDAQ	4832	196181	FLORIDA, U.S.A	None	N
BBOX	BLACK BOX CORP	091826107	Computers	USD	Technology	Networking & Communication Devices	2016-11-05	None	None	None	NASDAQ	3576	198114	PENNSYLVANIA, U.S.A	None	N
BBT	BB&T CORP	054937107	Banking	USD	Financial	Regional - Southeast Banks	2016-10-25	None	None	None	NYSE	6021	199336	NORTH CAROLINA, U.S.A	None	N
BBW	BUILD A BEAR WORKSHOP INC	120076104	Retail	USD	Services	Hobby, Toy, and Game Shops	2016-11-11	None	None	None	NYSE	5945	196035	MISSOURI, U.S.A	None	N
BBY	BEST BUY CO INC	086516101	Retail	USD	Services	Electronics Stores	2016-09-03	None	None	None	NYSE	5731	198613	MINNESOTA, U.S.A	None	N
BC	BRUNSWICK CORP	117043109	Machinery	USD	Consumer Goods	Recreational Goods, Other	2016-11-03	None	None	None	NYSE	3510	199887	ILLINOIS, U.S.A	None	N
BCBP	BCB BANCORP INC	055298103	Banking	USD	Financial	Investment Brokerage - National	2016-11-05	None	None	None	NASDAQ	6035	195411	NEW JERSEY, U.S.A	None	N
BCC	BOISE CASCADE Co	09739D100	Wholesale	USD	Industrial Goods	Lumber, Wood Production	2016-10-27	None	None	None	NYSE	5030	194801	IDAHO, U.S.A	None	N
BCO	BRINKS CO	109696104	Shipping Containers	USD	Services	Security & Protection Services	2016-10-27	None	None	None	NYSE	4731	199420	VIRGINIA, U.S.A	None	N
BCOV	BRIGHTCOVE INC	10921T101	Business Services	USD	Technology	Application Software	2016-11-03	None	None	None	NASDAQ	7374	194941	MASSACHUSETTS, U.S.A	None	N
BCR	BARD C R INC	067383109	Medical Equipment	USD	Healthcare	Medical Instruments & Supplies	2016-10-27	None	None	None	NYSE	3841	199915	NEW JERSEY, U.S.A	None	N
BDC	BELDEN INC.	077454106	Steel Works Etc	USD	Industrial Goods	Industrial Electrical Equipment	2016-11-08	None	None	None	NYSE	3357	197550	MISSOURI, U.S.A	None	N
BDMS	BIRNER DENTAL MANAGEMENT SERVICES INC	091283200	Healthcare	USD	Services	Business Services	2016-11-15	None	None	None	OTCMKTS	8000	197229	COLORADO, U.S.A	None	N
BDN	BRANDYWINE REALTY TRUST	105368203	Trading	USD	Financial	REIT - Diversified	2016-10-25	None	None	None	NYSE	6798	198487	PENNSYLVANIA, U.S.A	None	N
BDX	BECTON DICKINSON & CO	075887109,758871099	Medical Equipment	USD	Healthcare	Medical Instruments & Supplies	2016-08-05	None	None	None	NYSE	3841	199909	NEW JERSEY, U.S.A	None	N
BEAV	B/E AEROSPACE INC	073302101	Business Supplies	USD	Industrial Goods	Aerospace/Defense Products & Services	2016-10-29	None	None	None	NASDAQ	2531	198045	FLORIDA, U.S.A	None	N
BEL	Belmond Ltd.	G67743107,G1154H107	Restaraunts, Hotels, Motels	USD	Services	Lodging	2016-11-04	OEH	2015-09-08	OEH	NYSE	7011	196027	BERMUDA	None	N
BEN	FRANKLIN RESOURCES INC	354613101	Trading	USD	Financial	Asset Management	2016-11-15	None	None	None	NYSE	6282	199705	CALIFORNIA, U.S.A	None	N
BFB	BROWN FORMAN CORP	115637209	Beer & Liquor	USD	Consumer Goods	Beverages - Wineries & Distillers	2016-09-01	None	None	BF.A,BF.B	NYSE	2080	199890	KENTUCKY, U.S.A	None	N
BFS	SAUL CENTERS INC	804395101	Trading	USD	Financial	REIT - Retail	2016-11-02	None	None	None	NYSE	6798	197612	MARYLAND, U.S.A	None	N
BG	Bunge LTD	G16962105,013317810	Food Products	USD	Consumer Goods	Farm Products	2016-11-03	None	None	None	NYSE	2070	195774	NEW YORK, U.S.A	None	N
BGC	GENERAL CABLE CORP	369300108	Steel Works Etc	USD	Industrial Goods	Industrial Electrical Equipment	2016-11-04	None	None	None	NYSE	3357	197803	KENTUCKY, U.S.A	None	N
BGFV	BIG 5 SPORTING GOODS Corp	08915P101	Retail	USD	Services	Sporting Goods Stores	2016-11-03	None	None	None	NASDAQ	5940	195759	CALIFORNIA, U.S.A	None	N
BHI	BAKER HUGHES INC	057224107	Machinery	USD	Basic Materials	Oil & Gas Equipment & Services	2016-10-26	None	None	None	NYSE	3533	198375	TEXAS, U.S.A	None	N
BHLB	BERKSHIRE HILLS BANCORP INC	084680107	Banking	USD	Financial	Savings & Loans	2016-11-10	None	None	None	NYSE	6036	196084	MASSACHUSETTS, U.S.A	None	N
BID	SOTHEBYS	835898107	Business Services	USD	Services	Specialty Retail, Other	2016-11-08	None	None	None	NYSE	7389	198264	NEW YORK, U.S.A	None	N
BIG	BIG LOTS INC	089302103	Retail	USD	Services	Discount, Variety Stores	2016-09-08	None	None	None	NYSE	5331	198586	OHIO, U.S.A	None	N
BIIB	BIOGEN INC.	09062X103	Pharmaceutical Products	USD	Healthcare	Biotechnology	2016-10-27	None	None	IDPH	NASDAQ	2836	197935	MASSACHUSETTS, U.S.A	None	N
BIO	BIO RAD LABORATORIES INC	090572207,090572108	Measuring and Control Equipment	USD	Healthcare	Medical Laboratories & Research	2016-11-04	None	None	BIO.B	NYSE	3826	199905	CALIFORNIA, U.S.A	None	N
BIOA	BioAmber Inc.	009072Q10,09072Q106	Chemicals	USD	Industrial Goods	Specialty Chemicals	2016-11-08	None	None	None	NYSE	2860	192115	MINNESOTA, U.S.A	None	N
BIOL	BIOLASE, INC	090911108	Medical Equipment	USD	Healthcare	Medical Instruments & Supplies	2016-11-09	None	None	None	NASDAQ	3843	198364	CALIFORNIA, U.S.A	None	N
BK	Bank of New York Mellon Corp	064058100,064057102	Banking	USD	Financial	Asset Management	2016-11-09	None	None	None	NYSE	6022	194111	NEW YORK, U.S.A	None	N
BKCC	BlackRock Capital Investment Corp	092533108	Banking	USD	Financial	Asset Management	2016-11-03	None	None	None	NASDAQ	6153	194832	NEW YORK, U.S.A	None	N
BKD	Brookdale Senior Living Inc.	112463104	Healthcare	USD	Healthcare	Long-Term Care Facilities	2016-11-04	None	None	None	NYSE	8050	194766	TENNESSEE, U.S.A	None	N
BKEP	Blueknight Energy Partners, L.P.	09625U109	Shipping Containers	USD	Industrial Goods	Pipelines, except Natural Gas	2016-11-04	None	None	None	NASDAQ	4610	194097	OKLAHOMA, U.S.A	None	N
BKH	BLACK HILLS CORP	092113109,092113125	Utilities	USD	Utilities	Electric Utilities	2016-11-05	None	None	None	NYSE	4911	195905	SOUTH DAKOTA, U.S.A	None	N
BKMU	BANK MUTUAL CORP	063750103	Banking	USD	Financial	Savings & Loans	2016-11-09	None	None	None	NASDAQ	6035	195976	WISCONSIN, U.S.A	None	N
BKS	BARNES & NOBLE INC	067774109	Retail	USD	Services	Specialty Retail, Other	2016-09-09	None	None	None	NYSE	5940	197748	NEW YORK, U.S.A	None	N
BLK	BlackRock Inc.	09247X101	Trading	USD	Financial	Asset Management	2016-11-09	None	None	None	NYSE	6211	194456	NEW YORK, U.S.A	None	N
BLL	BALL CORP	058498106,584981062	Shipping Containers	USD	Consumer Goods	Packaging & Containers	2016-11-09	None	None	None	NYSE	3411	199917	COLORADO, U.S.A	None	N
BLUE	bluebird bio, Inc.	09609G100	Pharmaceutical Products	USD	Healthcare	Drugs - Generic	2016-11-03	None	None	None	NASDAQ	2836	195100	MASSACHUSETTS, U.S.A	None	N
BMCH	BMC STOCK HOLDINGS, INC.	86101X104,05591B109	Retail	USD	Services	Home Improvement Stores	2016-11-09	STCK	2016-09-14	STCK	DELISTED	5211	191495	GEORGIA, U.S.A	NASDAQ	N
BMR	BioMed Realty Trust Inc	09063H107	Trading	USD	Financial	REIT - Office	2016-09-05	None	None	None	DELISTED	6798	195141	CALIFORNIA, U.S.A	NYSE	N
BMS	BEMIS CO INC	081437105	Business Supplies	USD	Consumer Goods	Packaging & Containers	2016-10-29	None	None	None	NYSE	2670	199908	WISCONSIN, U.S.A	None	N
BMY	BRISTOL MYERS SQUIBB CO	110122108	Pharmaceutical Products	USD	Healthcare	Drug Manufacturers - Major	2016-10-30	None	None	None	NYSE	2834	199891	NEW YORK, U.S.A	None	N
BOBE	BOB EVANS FARMS INC	096761101	Restaraunts, Hotels, Motels	USD	Services	Restaurants	2016-09-02	None	None	None	NASDAQ	5812	199742	OHIO, U.S.A	None	N
BOCH	Bank of Commerce Holdings	06424J103	Banking	USD	Financial	Asset Management	2016-11-05	None	None	None	NASDAQ	6022	198950	CALIFORNIA, U.S.A	None	N
BOH	BANK OF HAWAII CORP	062540109	Banking	USD	Financial	Regional - Pacific Banks	2016-10-25	None	None	None	NYSE	6022	199658	HAWAII, U.S.A	None	N
BOKF	BOK FINANCIAL CORP ET AL	05561Q201	Banking	USD	Financial	Credit Services	2016-11-01	None	None	None	NASDAQ	6021	197929	OKLAHOMA, U.S.A	None	N
BOOM	DMC Global Inc.	267888105	Steel Works Etc	USD	Industrial Goods	Metal Fabrication	2016-11-16	None	None	None	NASDAQ	3390	199740	COLORADO, U.S.A	None	N
BOOT	Boot Barn Holdings, Inc.	099406100	Retail	USD	Services	Business Services	2016-10-28	None	None	None	NYSE	5661	181115	CALIFORNIA, U.S.A	None	N
BPFH	BOSTON PRIVATE FINANCIAL HOLDINGS INC	101119105	Banking	USD	Financial	Asset Management	2016-11-04	None	None	None	NASDAQ	6022	198280	MASSACHUSETTS, U.S.A	None	N
BPOP	POPULAR INC	733174700	Banking	USD	Financial	Foreign Regional Banks	2016-11-10	None	None	None	NASDAQ	6022	198620	PUERTO RICO	None	N
BR	BROADRIDGE FINANCIAL SOLUTIONS, INC.	11133T103	Business Services	USD	Technology	Information & Delivery Services	2016-11-10	None	None	None	NYSE	7389	194210	NEW YORK, U.S.A	None	N
BRC	BRADY CORP	104674106	None	USD	Technology	Security Software & Services	2016-11-17	None	None	None	NYSE	3990	198680	WISCONSIN, U.S.A	None	N
BRCD	BROCADE COMMUNICATIONS SYSTEMS INC	111621306	Computers	USD	Technology	Data Storage Devices	2016-09-03	None	None	None	NASDAQ	3576	197106	CALIFORNIA, U.S.A	None	N
BRCM	BROADCOM CORP	111320107	Electronic Equipment	USD	Technology	Semiconductor - Integrated Circuits	2016-08-26	None	None	None	DELISTED	3674	196660	CALIFORNIA, U.S.A	NASDAQ	N
BRKB	BERKSHIRE HATHAWAY INC	084670108,084670702,084670207,084990175,846707024,846701084	Insurance	USD	Financial	Property & Casualty Insurance	2016-11-05	None	None	BRK.A,BRK.B	NYSE	6331	196523	NEBRASKA, U.S.A	None	N
BRKR	BRUKER CORP	116794108	Measuring and Control Equipment	USD	Technology	Scientific & Technical Instruments	2016-11-16	None	None	None	NASDAQ	3826	196067	MASSACHUSETTS, U.S.A	None	N
BRO	BROWN & BROWN INC	011523610,115236101	Insurance	USD	Financial	Insurance Brokers	2016-11-10	None	None	None	NYSE	6411	199419	FLORIDA, U.S.A	None	N
BRSS	GLOBAL BRASS & COPPER HOLDINGS, INC.	37953G103	Steel Works Etc	USD	Industrial Goods	Metal Fabrication	2016-11-05	None	None	None	NYSE	3350	192132	ILLINOIS, U.S.A	None	N
BRT	BRT REALTY TRUST	055645303	Trading	USD	Financial	Mortgage Investment	2016-08-11	None	None	None	NYSE	6798	199888	NEW YORK, U.S.A	None	N
BSX	BOSTON SCIENTIFIC CORP	101137107	Medical Equipment	USD	Healthcare	Medical Appliances & Equipment	2016-11-04	None	None	None	NYSE	3841	197806	MASSACHUSETTS, U.S.A	None	N
BTN	BALLANTYNE STRONG, INC.	058516105	Consumer Goods	USD	Technology	Application Software	2016-11-09	None	None	None	NYSEMKT	3861	197242	NEBRASKA, U.S.A	None	N
BTUUQ	PEABODY ENERGY CORP	704549104,704549203	Coal	USD	Basic Materials	Industrial Metals & Minerals	2016-08-24	BTU	2016-05-08	BTU	DELISTED	1221	196556	MISSOURI, U.S.A	NYSE	N
BURL	Burlington Stores, Inc.	122017106	Retail	USD	Services	Department Stores	2016-08-26	None	None	None	NYSE	5311	191413	NEW JERSEY, U.S.A	None	N
BV	Bazaarvoice Inc	073271108	Business Services	USD	Technology	Application Software	2016-09-09	None	None	None	NASDAQ	7372	194784	TEXAS, U.S.A	None	N
BWA	BORGWARNER INC	099724106	Automobiles and Trucks	USD	Industrial Goods	Auto Parts	2016-10-28	None	None	None	NYSE	3714	197606	MICHIGAN, U.S.A	None	N
BWEN	BROADWIND ENERGY, INC.	11161T207	Steel Works Etc	USD	Services	Personal Services	2016-10-29	None	None	None	NASDAQ	3360	195998	ILLINOIS, U.S.A	None	N
BWLA	BOWL AMERICA INC	102565108	Entertainment	USD	Services	Entertainment - Diversified	2016-11-16	None	None	BWL.A,BWL.B	NYSEMKT	7900	199894	VIRGINIA, U.S.A	None	N
BWXT	BWX Technologies, Inc.	05615F102,05605H100	Machinery	USD	Industrial Goods	Diversified Machinery	2016-11-01	None	2015-11-06	BWC	NYSE	3510	192995	VIRGINIA, U.S.A	None	N
BXP	BOSTON PROPERTIES INC	101121101	Trading	USD	Financial	REIT - Office	2016-11-08	None	None	None	NYSE	6798	196860	MASSACHUSETTS, U.S.A	None	N
BXS	BANCORPSOUTH INC	059692103	Banking	USD	Financial	Regional - Southeast Banks	2016-11-08	None	None	None	NYSE	6022	198955	MISSISSIPPI, U.S.A	None	N
BYD	BOYD GAMING CORP	103304101	Restaraunts, Hotels, Motels	USD	Services	Resorts & Casinos	2016-11-09	None	None	None	NYSE	7011	197617	NEVADA, U.S.A	None	N
C	CITIGROUP INC	172967424	Banking	USD	Financial	Money Center Banks	2016-11-01	None	None	0R01	NYSE	6021	198215	NEW YORK, U.S.A	None	N
CA	CA, INC.	12673P105	Business Services	USD	Technology	Business Software & Services	2016-10-29	None	None	None	NASDAQ	7372	198986	NEW YORK, U.S.A	None	N
CAAS	CHINA AUTOMOTIVE SYSTEMS INC	16936R105	Automobiles and Trucks	USD	Industrial Goods	Auto Parts	2016-11-11	None	None	None	NASDAQ	3714	195745	CHINA	None	N
CAB	CABELAS INC	126804301	Retail	USD	Services	Sporting Goods Stores	2016-10-29	None	None	None	NYSE	5940	195314	NEBRASKA, U.S.A	None	N
CAG	CONAGRA BRANDS INC.	205887102	Food Products	USD	Consumer Goods	Processed & Packaged Goods	2016-11-16	None	None	None	NYSE	2000	199823	ILLINOIS, U.S.A	None	N
CAH	CARDINAL HEALTH INC	14149Y108	Wholesale	USD	Services	Drugs Wholesale	2016-11-03	None	None	None	NYSE	5122	198823	OHIO, U.S.A	None	N
CAKE	CHEESECAKE FACTORY INC	163072101	Restaraunts, Hotels, Motels	USD	Services	Restaurants	2016-11-04	None	None	None	NASDAQ	5812	197780	CALIFORNIA, U.S.A	None	N
